N,pe_human_pred,pe_mouse_pred,pe_human_fit,pe_mouse_fit,C_human_pred,C_mouse_pred,C_human_fit,C_mouse_fit
6.283967935871743,0.361007961249536,0.5344457643265117,0.4179123931227813,0.5458459333059278,0.05648330691405046,0.003426259351599903,0.019531138582192575,0.00607318269555035
6.311823647294589,0.359403073828845,0.5334949027785122,0.4164774514252279,0.5449489830102371,0.05781342009196544,0.0032395692362765516,0.020223199763201527,0.0058375517924154074
6.339679358717435,0.3578013260339726,0.5325437978040504,0.4150439236480919,0.5440517409638344,0.05915702363080222,0.0030580744429925533,0.02092678442924234,0.005606527065549427
6.36753507014028,0.3562027473857379,0.5315924562556561,0.41361183262973356,0.5431542128983806,0.06051402938448747,0.0028817789254602655,0.02164185709973432,0.005380113006211329
6.395390781563126,0.35460736713487473,0.5306408849927243,0.41218120111276646,0.5422564045529361,0.06188434854916236,0.0027106865252993773,0.02236838175936673,0.005158314017745247
6.423246492985972,0.3530152142603899,0.5296890908813172,0.4107520517426913,0.5413583216738154,0.06326789167546298,0.002544800971851169,0.023106321862064183,0.004941134415391124
6.4511022044088175,0.3514263174679673,0.5287370807939679,0.40932440706654394,0.5404599700144413,0.06466456868084403,0.0023841258819981004,0.023855640335004202,0.004728578426098418
6.478957915831663,0.34984070518841937,0.5277848616094828,0.40789828953155627,0.5395613553352001,0.06607428886193811,0.002228664759989618,0.02461629958268463,0.004520650188344022
6.506813627254509,0.34825840557618426,0.5268324402127441,0.4064737214838314,0.5386624834032944,0.06749696090695512,0.002078420997271513,0.025388261491040565,0.004317353751954522
6.534669338677354,0.34667944650787014,0.5258798234945115,0.4050507251670326,0.537763359992597,0.06893249290811088,0.0019333978723228284,0.026171487431610796,0.0041186930779306685
6.5625250501001995,0.34510385558084544,0.5249270183512234,0.40362932272108665,0.5368639908835041,0.07038079237408901,0.0017935985504964336,0.026965938265749778,0.003924672038276844
6.590380761523045,0.3435316601118766,0.5239740316847986,0.40220953618090094,0.5359643818627878,0.07184176624252858,0.001659026083865811,0.027771574348889994,0.0037352944158338675
6.618236472945891,0.34196288713581147,0.5230208704024368,0.4007913874750955,0.5350645387234486,0.07331532089253656,0.0015296834110779534,0.028588355534848287,0.0035505639041151227
6.646092184368737,0.3403975634043097,0.5220675414164189,0.39937489842474927,0.534164467264567,0.07480136215722388,0.0014055733572095885,0.029416241180178382,0.0033704841071477976
6.673947895791582,0.3388357153846195,0.5211140516439074,0.3979600907421608,0.5332641732911556,0.07629979533625952,0.0012866986336315112,0.03025519014856881,0.0031950585393165643
6.701803607214428,0.33727736925840096,0.5201604080067467,0.3965469860296247,0.5323636626140108,0.07781052520843923,0.0011730618378764657,0.031105160815282584,0.0030242906252109236
6.729659318637274,0.3357225509205957,0.5192066174312615,0.3951356057782215,0.5314629410495628,0.07933345604427178,0.001064665453512581,0.03196611107164271,0.002858183699478656
6.757515030060119,0.3341712859783431,0.5182526868480573,0.39372597136662424,0.5305620144197272,0.08086849161857201,0.0009615118500243547,0.032837998329557916,0.0026967410066791597
6.785370741482965,0.33262359974994204,0.5172986231918186,0.392318104059919,0.5296608885517552,0.08241553522306622,0.0008636032826963014,0.03372077952608932,0.0025399657011453414
6.813226452905811,0.3310795172638596,0.5163444334011084,0.3909120250084414,0.5287595692780837,0.08397448967899968,0.0007709418925041511,0.034614411128060185,0.002387860846844725
6.841082164328657,0.3295390632577858,0.515390124418166,0.38950775524662806,0.5278580624361848,0.08554525734974827,0.0006835297060103773,0.03551884913670256,0.0022404294172485573
6.868937875751502,0.32800226217773365,0.5144357031887058,0.3881053156918838,0.5269563738684161,0.0871277401534305,0.0006013686352666081,0.036434049092342935,0.0020976742952016902
6.896793587174348,0.32646913817718537,0.5134811766617156,0.3867047271434649,0.5260545094218693,0.08872183957551727,0.0005244604777194795,0.03735996607912817,0.001959598272797569
6.924649298597194,0.3249397151162846,0.5125265517892534,0.3853060102813772,0.5251524749482196,0.09032745668143582,0.0004528069161244819,0.03829655472978544,0.0018262040512575517
6.952505010020039,0.32341401656107355,0.5115718355262469,0.3839091856652907,0.5242502763035747,0.09194449212916633,0.0003864095184634708,0.03924376923042061,0.0016974942408132243
6.980360721442885,0.3218920657827759,0.5106170348302889,0.3825142737334699,0.5233479193483226,0.09357284618182882,0.0003252697378689495,0.0402015633253503,0.0015734713605934925
7.008216432865731,0.32037388575712494,0.5096621566614365,0.38112129480172036,0.5224454099469803,0.09521241872025632,0.00026938891255245956,0.04116989032196949,0.0014541378385148906
7.0360721442885765,0.31885949916373635,0.5087072079820074,0.37973026906235074,0.5215427539680425,0.0968631092555533,0.00021876826574118713,0.042148703095651885,0.0013394960111760001
7.063927855711422,0.3173489283855263,0.507752195756377,0.3783412165831521,0.5206399572838283,0.0985248169416364,0.00017340890561667877,0.043137954094682796,0.0012295481237560857
