gene_symbol,identity_score,fitness_score
CNDP2,0.1101,-0.1196
CNEP1R1,-0.1811,-0.4388
CNFN,0.7428,-0.3715
CNGA1,-0.0513,0.0613
CNGA2,0.1278,-0.5831
CNGA3,0.7579,-0.0619
CNGA4,-0.2198,-0.2676
CNGB1,0.3501,-2.17
CNGB3,-0.4512,-0.1154
CNIH,0.0488,0.1344
CNIH2,-1.6378,-0.1307
CNIH3,0.5736,0.0548
CNIH4,0.6309,0.2616
CNKSR1,0.1557,-0.0029
CNKSR2,0.0744,-0.8853
CNKSR3,0.1491,-0.1036
CNN1,-1.3044,-0.7891
CNN2,-0.1948,0.2107
CNN3,-0.3307,0.9194
CNNM1,0.3047,-0.0048
CNNM2,0.8153,-0.4816
CNNM3,0.1842,-1.411
CNNM4,-0.2713,0.1027
CNOT1,-1.1826,2.1826
CNOT10,0.0198,3.808
CNOT11,1.0756,3.899
CNOT2,-0.4907,-0.0025
CNOT3,0.1354,1.6901
CNOT4,-0.2393,2.689
CNOT6,0.332,-1.2366
CNOT6L,-0.1829,-0.155
CNOT7,-1.1744,0.6605
CNOT8,-1.9102,2.7338
CNP,-0.0067,-0.1129
CNPPD1,0.4077,0.4269
CNPY1,-0.2547,-0.9667
CNPY2,-0.5657,0.341
CNPY3,0.2574,-0.4747
CNPY4,-0.6991,-0.1116
CNR1,-0.0159,0.0103
CNR2,0.7408,-0.9548
CNRIP1,1.3489,-0.5292
CNST,0.4779,-0.8835
CNTD1,-1.0717,0.7493
CNTF,0.7005,-0.1358
CNTFR,-1.3412,0.5737
CNTLN,0.1169,-0.3178
CNTN1,0.3209,-0.3275
CNTN2,0.2037,-0.3883
CNTN3,-0.1704,-1.3999
CNTN4,-0.1881,0.0544
CNTN5,0.2048,-0.3057
CNTN6,0.1589,-0.0534
CNTNAP1,-0.4415,-0.5649
CNTNAP2,-0.2371,-0.65
CNTNAP3,0.9354,-0.6415
CNTNAP4,1.2341,-0.795
CNTNAP5A,-0.0063,0.0133
CNTNAP5B,0.2458,-0.0845
CNTNAP5C,-0.4947,0.0594
CNTROB,-0.4316,-0.2146
COA3,-0.5548,0.7568
COA4,-0.182,5.3946
COA5,0.5061,1.892
COA6,0.7117,2.4591
COASY,-0.2537,1.4145
COBL,-0.0379,-0.0749
COBLL1,-0.1509,-1.7508
COCH,0.1417,-0.384
COG1,0.86,1.553
COG2,-0.6398,2.9035
COG3,-1.4244,2.5012
COG4,-0.1165,3.2253
COG5,-1.6287,-0.2699
COG6,-1.1339,0.2805
COG7,-0.7704,-0.2323
COG8,-1.8627,0.8097
COIL,-0.1101,-1.156
COL10A1,0.2518,0.1217
COL11A1,0.1103,-1.085
COL11A2,-0.1483,0.2657
COL13A1,0.1961,-0.6498
COL14A1,0.4215,-0.108
COL15A1,-0.3496,-0.2377
COL16A1,0.4732,-0.9449
COL17A1,1.2498,-0.9078
COL18A1,-0.8359,-0.9262
COL19A1,0.2529,-0.5102
COL1A1,0.1061,0.0885
COL1A2,-0.052,-0.0379
COL20A1,0.6048,-2.0551
COL22A1,0.2324,-1.0621
COL23A1,-0.4049,-0.9169
COL24A1,0.2479,-0.3699
COL25A1,0.6921,-0.8789
COL26A1,-0.2524,-0.1008
COL27A1,0.0129,-1.1976
COL28A1,0.4057,-0.5635
COL2A1,0.0714,0.1112
COL3A1,-0.0942,-0.1808
COL4A1,-0.8729,-0.6527
COL4A2,0.0305,-0.4883
COL4A3,-0.2062,-0.4199
COL4A3BP,0.1648,0.1196
COL4A4,-0.2251,-0.1412
COL4A5,0.2965,-0.2006
COL4A6,2.2142,-3.8636
COL5A1,0.5514,-0.7668
COL5A2,-0.1395,-0.336
COL5A3,-0.0475,-0.2297
COL6A1,-0.2629,-0.1024
COL6A2,-0.0818,-1.6381
COL6A3,-0.4182,-0.1693
COL6A4,0.1442,-0.5134
COL6A6,0.2434,-0.3205
COL7A1,0.0322,-0.7888
COL8A1,1.2156,-0.5326
COL8A2,0.2092,-0.0954
COL9A1,0.1221,-0.1529
COL9A2,-0.098,-0.5717
COL9A3,0.2245,-0.5097
COLEC10,-0.1226,-0.4518
COLEC11,-0.3883,0.0106
COLEC12,0.105,0.042
COLGALT2,-0.9905,-0.261
COLQ,-0.8058,0.1964
COMMD1,0.118,-0.4961
COMMD10,0.3237,-0.1415
COMMD2,0.2239,0.1605
COMMD3,-1.4576,1.3074
COMMD4,-0.1228,0.1371
COMMD5,-0.1212,1.3342
COMMD6,-0.2011,0.2811
COMMD7,0.0201,0.3666
COMMD8,-0.3125,0.0538
COMMD9,0.384,-0.0081
COMP,-0.379,-0.5528
COMT,-0.1563,0.151
COMTD1,1.5009,-0.988
COPA,-0.4557,1.7462
COPB1,-0.0829,1.8158
COPB2,0.2685,1.5556
COPE,-0.1252,0.2172
COPG1,-1.6369,2.0092
COPRS,-0.5787,-0.3426
COPS2,-0.0732,-0.0813
COPS3,0.6535,0.8499
COPS4,-0.677,2.9471
COPS5,-0.1804,3.9302
COPS6,-1.66,3.5516
COPS7A,0.0167,-0.2185
COPS7B,-0.0453,-0.1806
COPS8,-0.271,1.6675
COPZ1,0.7747,0.9242
COPZ2,0.0812,0.191
COQ10A,0.6338,0.3083
COQ10B,-0.2018,0.2757
COQ2,-0.3079,3.0779
COQ3,0.3867,0.8888
COQ4,-0.0032,3.5384
COQ5,-0.4819,2.656
COQ6,0.1719,2.0431
COQ7,0.0676,1.207
COQ9,-1.3371,0.5508
CORIN,-0.0683,-1.1724
CORO1A,0.3526,-0.6102
CORO1B,-0.3234,0.0499
CORO1C,-0.6906,1.3067
CORO2A,-0.5122,-0.0829
CORO2B,-0.1798,-0.1003
CORO6,0.5921,0.3247
CORO7,-0.5938,0.2162
CORT,0.1282,-1.2098
COTL1,0.5303,-1.9253
COX10,-2.1481,2.0267
COX11,0.2979,1.3965
COX14,-1.2382,2.048
COX15,-0.7632,3.6628
COX16,-0.1978,0.8017
COX17,-0.0565,2.0712
COX18,0.9441,1.4787
COX19,-0.073,1.6212
COX20,-0.0836,3.2364
COX4I1,-0.0765,4.4669
COX4I2,0.0664,-0.5258
COX5A,-0.1874,3.1771
COX5B,-0.1709,3.3066
COX6A1,0.6327,0.143
COX6A2,1.0571,-0.0333
COX6B1,-0.5575,2.8275
COX6B2,0.2968,-0.4739
COX6C,-0.0206,2.8702
COX7A1,0.7311,-0.1802
COX7A2,1.7445,0.0356
COX7A2L,3.9045,-4.6092
COX7B,-0.0111,1.5284
COX7B2,-0.4906,0.6012
COX7C,-0.2843,0.5255
COX8A,0.0689,0.7523
COX8B,-0.3048,0.0656
COX8C,-1.5336,-0.6442
CP,1.1768,-0.1206
CPA1,-0.0927,-0.5717
CPA2,0.4861,-0.6752
CPA3,-0.6784,-0.1827
CPA4,-0.642,0.0489
CPA5,-0.058,0.0144
CPA6,0.4591,-0.569
CPB1,-0.2349,-0.2219
CPB2,-0.7073,-0.4329
CPD,0.0523,-0.505
CPE,-0.0337,-0.8266
CPEB1,0.8735,-1.7244
CPEB2,0.3886,-0.3912
CPEB3,1.1193,-1.1434
CPEB4,-0.122,-0.0229
CPED1,-0.2394,-0.8228
CPLX1,-0.1253,-1.2246
CPLX2,-0.3889,0.1311
CPLX3,0.0263,0.1549
CPLX4,-0.2623,-0.0831
CPM,0.0919,-0.1373
CPN1,0.4287,-1.3648
CPN2,0.1581,-0.7738
CPNE1,1.2891,-0.0802
CPNE2,-0.1902,0.3301
CPNE3,-0.3409,0.2742
CPNE4,0.6597,-1.8665
CPNE5,-0.3598,0.6345
CPNE6,-0.8381,-0.142
CPNE7,-0.3694,-0.0689
CPNE8,0.1279,-0.3161
CPNE9,-0.8162,0.5435
CPOX,-0.2305,3.772
CPPED1,-0.5999,-0.6608
CPQ,0.6708,-0.4384
CPS1,-0.0315,-0.8616
CPSF1,0.7176,2.9236
CPSF2,0.1464,3.7748
CPSF3,0.0013,4.6213
CPSF3L,2.7042,2.0966
CPSF4,-1.1695,1.4049
CPSF4L,0.1974,-0.3329
CPSF6,-0.331,1.6644
CPSF7,0.4851,-0.1238
CPT1A,0.0936,-0.6456
CPT1B,0.2135,0.3442
CPT1C,-0.2466,0.208
CPT2,0.3776,-0.6003
CPVL,0.3154,-1.2762
CPXCR1,0.3438,-0.5856
CPXM1,0.0291,-0.0428
CPXM2,2.4947,-1.4153
CPZ,0.1428,-0.2073
CR1L,0.308,0.7686
CR2,0.4766,0.0131
CRABP1,0.2729,-0.5033
CRABP2,-1.0838,0.1237
CRADD,-0.7331,-0.1914
CRAMP1L,-2.268,-1.1639
CRAT,0.2466,-0.2305
CRB1,-0.1128,-0.252
CRB2,0.6441,0.3557
CRB3,-0.2338,-0.151
CRBN,-0.0585,-0.018
CRCP,-0.3716,3.8674
CRCT1,-0.3028,1.2974
CREB1,0.0697,0.564
CREB3,-0.0871,-0.6875
CREB3L1,-0.5384,-0.2817
CREB3L2,0.0816,-0.1288
CREB3L3,-0.9334,0.3951
CREB3L4,-1.2898,0.2296
CREB5,0.5068,-1.7324
CREBBP,-4.2263,0.2823
CREBL2,0.792,-0.1506
CREBRF,0.0221,0.0125
CREBZF,-0.1847,0.1844
CREG1,-0.3379,0.0214
CREG2,0.048,-0.1381
CRELD1,1.2639,0.01
CRELD2,-0.0546,-0.1446
CREM,-0.3401,-0.2642
CRH,-0.1372,-0.6422
CRHBP,1.6466,-5.292
CRHR1,-0.4171,-0.1082
CRHR2,-0.4016,-0.4935
CRIM1,0.6226,-1.4078
CRIP1,-0.324,-0.4325
CRIP2,0.1996,-0.1977
CRIP3,0.0655,-0.3926
CRIPT,-0.995,0.3225
CRISP1,0.3425,-0.2532
CRISP2,-0.4595,0.0431
CRISP3,-1.3447,0.3927
CRISP4,0.085,-0.4187
CRISPLD1,-0.3481,-0.2915
CRISPLD2,-0.0556,-0.9044
CRK,-0.0352,-0.0329
CRKL,-3.7762,2.113
CRLF1,0.1326,-0.0164
CRLF2,0.0458,-0.1495
CRLF3,0.4493,-0.3851
CRLS1,-1.4717,0.1776
CRMP1,-1.1414,0.1839
CRNKL1,0.0271,4.196
CRNN,0.3122,-0.5993
CROCC,0.5652,-0.8277
CROT,-0.1186,-0.4204
CRP,-0.2776,-0.4468
CRTAC1,1.0501,-0.2774
CRTAP,0.9212,-0.4055
CRTC1,0.8405,-0.2768
CRTC2,0.5313,-0.4951
CRTC3,0.0962,-0.0143
CRX,0.0787,-0.5753
CRXOS1,-0.834,2.3271
CRY1,0.0145,-0.2037
CRY2,0.267,-0.6137
CRYAA,-0.1476,0.2577
CRYAB,-0.7634,-1.1094
CRYBA1,-0.0776,0.3105
CRYBA2,0.0006,-0.234
CRYBA4,-0.2837,-0.434
CRYBB1,1.0288,-0.8456
CRYBB2,0.4696,0.5324
CRYBB3,0.129,0.211
CRYGA,-1.2897,0.4643
CRYGB,-0.3179,-0.2926
CRYGC,0.2728,0.0097
CRYGD,-0.4991,0.1777
CRYGE,0.0438,2.4429
CRYGF,-0.171,0.172
CRYGN,0.0883,-0.0026
CRYGS,0.3315,-0.1589
CRYL1,-0.1029,0.0702
CRYM,0.0726,-0.5156
CRYZ,0.0666,-0.6396
CRYZL1,-0.2575,0.2998
CS,0.392,1.833
CSAD,0.0188,-0.8165
CSDC2,0.655,-0.2295
CSDE1,-0.1471,-0.4805
CSE1L,0.0842,3.338
CSF1,1.0334,0.028
CSF1R,-0.5508,-0.3329
CSF2,-0.4539,-0.6625
CSF2RA,1.2166,-0.3976
CSF2RB,-0.2376,-0.7877
CSF2RB2,0.7758,-0.5883
CSF3,1.2584,-0.3314
CSF3R,0.0059,-0.3195
CSGALNACT1,-0.2385,-0.1972
CSGALNACT2,-0.0242,-0.0147
CSK,5.0522,0.146
CSL,0.6186,-1.0573
CSMD1,0.1874,-2.0047
CSMD3,0.7263,-0.2702
CSN1S1,-0.1044,-0.1841
CSN1S2A,1.1661,-2.2107
CSN1S2B,-0.0574,0.0656
CSN2,0.211,-0.7286
CSN3,1.6357,-0.153
CSNK1A1,1.643,0.7389
CSNK1D,0.6739,-1.049
CSNK1E,0.1804,-1.1222
CSNK1G1,1.1244,-0.3108
CSNK1G2,-0.2455,-0.5669
CSNK1G3,0.4144,-0.1664
CSNK2A1,0.9322,-0.0758
CSNK2A2,-0.0339,0.0601
CSNK2B,-0.3662,4.2989
CSNKA2IP,0.1609,-0.9752
CSPG4,-0.2665,0.3135
CSPG5,0.049,-0.3846
CSPP1,-0.2177,0.0042
CSRNP1,2.8728,0.1729
CSRNP2,0.3497,-2.3148
CSRNP3,0.4702,-0.6419
CSRP1,0.2164,-0.9175
CSRP2,-0.3138,0.3957
CSRP2BP,0.4896,1.3024
CSRP3,-0.0398,-0.2178
CST10,-0.6725,0.0007
CST11,-0.3127,-0.102
CST12,0.5005,-0.5848
CST13,0.0729,-0.2311
CST3,-0.2684,-0.6979
CST6,-1.0027,-0.0359
CST7,-0.2779,-0.0784
CST8,-0.9354,-0.0445
CST9,-0.0156,-0.8283
CSTA,0.0093,0.0982
CSTAD,-0.0131,0.619
CSTB,0.403,-1.1539
CSTF1,-0.3391,2.1286
CSTF2,-0.1064,0.5448
CSTF2T,-0.3747,0.008
CSTF3,0.2484,1.9275
CSTL1,-0.1812,0.6523
CTAG2,0.3409,-2.2323
CTAGE5,-0.287,-0.0769
CTBP1,2.0575,-1.9086
CTBP2,-1.3344,3.2596
CTBS,-0.3719,-0.0337
CTC1,-0.8478,5.0794
CTCF,-0.0171,2.5246
CTCFL,0.7042,-1.673
CTDNEP1,1.35,-1.0099
CTDP1,0.3337,1.6309
CTDSP1,0.5501,0.7691
CTDSP2,-0.5542,2.5079
CTDSPL,0.3381,-1.2384
CTDSPL2,-0.0606,0.7542
CTF1,0.2969,-0.2583
CTF2,-0.6303,0.2522
CTGF,0.7152,-1.0538
CTH,0.4421,-0.3935
CTHRC1,-0.2628,0.1527
CTIF,0.059,-0.7247
CTLA2A,-1.1358,0.1743
CTLA2B,-0.174,-0.0426
CTLA4,-0.3963,-0.896
CTNNA1,0.6036,0.323
CTNNA2,-0.3732,-1.2845
CTNNA3,0.7738,0.3967
CTNNAL1,-0.0823,0.4316
CTNNB1,3.7308,0.1758
CTNNBIP1,-2.7089,0.1087
CTNNBL1,-0.5438,2.4146
CTNND1,0.3273,0.5638
CTNND2,0.7447,-0.0673
CTNS,0.2244,-1.2571
CTPS,0.4316,-0.7131
CTPS2,0.294,0.1023
CTR9,1.22,-0.1724
CTRB1,0.2721,-0.2441
CTRL,0.1282,-0.0508
CTS3,-0.0278,-0.7262
CTS6,0.6115,0.0414
CTS7,-1.2847,-0.3392
CTS8,0.5961,-1.2592
CTSA,-0.1199,-0.1329
CTSB,-0.6577,-1.0413
CTSC,-0.2897,-0.7121
CTSD,-0.0063,-0.4149
CTSE,-0.0974,-0.1391
CTSF,0.0631,0.0435
CTSG,-0.2259,0.6498
CTSH,0.375,-1.2251
CTSJ,-0.1959,0.1002
CTSK,0.9228,0.4654
CTSL,0.2418,-0.1242
CTSLL3,-0.1025,-0.0666
CTSM,-0.2448,0.0611
CTSO,-0.4793,-0.7131
CTSQ,0.7105,-0.3395
CTSR,0.7767,-0.536
CTSW,-1.3852,0.5513
CTSZ,0.1551,-0.3006
CTTN,-0.3279,0.1698
CTTNBP2,0.4408,0.0199
CTTNBP2NL,0.087,-0.1808
CTU1,0.6517,1.6418
CTU2,-0.2461,2.4136
CTXN1,-0.1565,-0.2569
CTXN2,0.127,-0.0633
CTXN3,-0.1774,-0.046
CUBN,-1.4799,0.5781
CUEDC1,0.2804,-0.0319
CUEDC2,-0.2505,0.1435
CUL1,0.2117,2.0951
CUL2,-0.823,2.0796
CUL3,0.1576,2.4481
CUL4A,-0.1111,-0.2049
CUL4B,0.9836,0.831
CUL5,-0.372,-1.8786
CUL7,0.1391,-0.1313
CUL9,-0.4143,-0.0431
CUTA,-0.3335,-0.8181
CUTC,-0.0452,-0.1167
CUX1,-0.3239,-0.1435
CUX2,-0.6527,0.2324
CUZD1,0.4786,-0.8581
CWC15,2.2072,2.6406
CWC22,-0.3211,1.3725
CWC25,0.0442,0.4239
CWC27,-0.3497,0.4841
CWF19L1,-0.4552,2.2567
CWF19L2,-0.1761,1.718
CWH43,-0.4446,0.1929
CX3CL1,-0.3539,0.013
CX3CR1,-0.1682,0.161
CXADR,-0.9496,0.264
CXCL1,0.9498,-0.8507
CXCL10,0.0895,-0.6579
CXCL12,-0.1561,-0.4961
CXCL13,0.1257,-0.1712
CXCL14,0.0384,-1.0457
CXCL15,-0.1825,-0.0965
CXCL16,0.9403,-0.3819
CXCL2,0.4751,-0.2018
CXCL3,0.2606,-1.1868
CXCL5,1.8644,-1.7019
CXCL9,-0.9053,-0.0714
CXCR1,0.0435,0.062
CXCR2,-0.8591,0.4171
CXCR3,-0.315,-1.3734
CXCR4,-0.3996,0.0817
CXCR5,0.2686,-0.0938
CXCR6,-0.0769,0.4077
CXX1C,0.2218,-1.4268
CXXC1,-0.641,4.6517
CXXC4,-0.1335,-0.7046
CXXC5,0.0919,0.2382
CYB5,0.7585,-0.1888
CYB561,-0.8526,0.1229
CYB561A3,0.0742,-0.2743
CYB561D1,-0.4171,0.1886
CYB561D2,0.2632,-1.2415
CYB5B,-0.667,0.2456
CYB5D1,-0.2121,0.2202
CYB5D2,-0.6397,0.3928
CYB5R1,-1.3168,0.1163
CYB5R2,-0.1973,-0.1269
CYB5R3,0.8064,-0.1415
CYB5R4,-0.2773,1.384
CYB5RL,0.4311,-0.467
CYBA,0.5374,-0.0458
CYBB,-0.978,-0.2993
CYBRD1,0.0551,-0.0038
CYC1,0.9238,2.9216
CYCS,0.101,1.6569
CYCT,-0.1233,1.8241
CYFIP1,-1.0995,1.2027
CYFIP2,-0.0323,-0.5238
CYGB,0.2994,0.2417
CYHR1,0.9592,-0.5707
CYLC1,0.2156,-0.2972
CYLD,-1.7135,0.0705
CYM,0.0145,-0.8452
CYP11A1,-0.1394,-0.2415
CYP11B1,0.4156,0.0557
CYP11B2,-1.3485,1.7637
CYP17A1,-1.0115,0.8882
CYP19A1,0.1468,-0.3858
CYP1A1,-0.1521,-0.2448
CYP1A2,-0.3312,-0.4537
CYP1B1,0.1413,-0.3842
CYP20A1,-0.2369,0.693
CYP21A1,-0.4564,-0.8957
CYP24A1,-0.8618,0.0594
CYP26A1,-0.4979,-0.4724
CYP26B1,1.1597,-0.8579
CYP26C1,1.2608,-1.5682
CYP27A1,0.115,0.0065
CYP27B1,0.4004,-0.2716
CYP2A12,-0.2062,-0.5628
CYP2A22,0.1244,-0.5421
CYP2A4,0.4278,-0.1396
CYP2A5,-0.14,-0.785
CYP2AB1,1.3129,0.0556
CYP2B10,-1.5723,0.5869
CYP2B13,0.6347,-1.392
CYP2B19,-0.6425,0.2265
CYP2B23,0.8132,-0.1363
CYP2B9,1.2679,-1.3612
CYP2C29,-0.0384,-0.2618
CYP2C37,-0.2683,0.2549
CYP2C38,-0.4447,0.2275
CYP2C39,-0.6986,0.1139
CYP2C40,-0.2703,-0.1823
CYP2C44,0.1704,0.2306
CYP2C50,0.2176,1.0872
CYP2C54,-0.2283,0.6144
CYP2C55,-0.0489,0.3801
CYP2C65,0.3815,0.1213
CYP2C66,0.5876,-0.3255
CYP2C67,-0.2015,-0.033
CYP2C68,-0.3084,-0.2876
CYP2C69,-0.535,0.2628
CYP2C70,0.314,-0.4743
CYP2D10,-0.7266,0.2374
CYP2D11,-0.4796,-0.4383
CYP2D12,0.4302,-0.9032
CYP2D22,-0.3877,0.0174
CYP2D26,-0.4695,-0.653
CYP2D34,-0.1202,0.035
CYP2D40,-0.3263,0.3897
CYP2D9,0.1457,-0.1526
CYP2E1,0.2373,-0.1614
CYP2F2,0.0544,0.3877
CYP2G1,0.3888,-0.5625
CYP2J11,0.2928,-0.0512
CYP2J12,0.283,-0.0106
CYP2J13,0.2593,-0.3823
CYP2J5,-0.3547,-0.2377
CYP2J6,0.0077,-0.3282
CYP2J8,0.3865,-0.1708
CYP2J9,-0.0387,0.0851
CYP2R1,-0.8849,0.0384
CYP2S1,-0.1124,-0.1587
CYP2T4,0.2558,-0.6517
CYP2U1,-0.0218,-0.2325
CYP2W1,0.0339,-0.627
CYP39A1,0.0274,-0.1485
CYP3A11,-0.1673,-0.5595
CYP3A13,-0.1115,-0.0608
CYP3A16,-0.0151,-0.1947
CYP3A25,-0.7566,0.2755
CYP3A41B,-0.592,0.4634
CYP3A44,0.5129,-0.379
CYP3A57,-0.5118,-0.5583
CYP3A59,-0.3243,0.0467
CYP46A1,-0.3171,-0.2644
CYP4A10,-0.2428,-1.1594
CYP4A12A,-0.8115,0.2324
CYP4A12B,-0.0442,-1.1649
CYP4A14,0.2079,-0.9018
CYP4A31,0.4293,-0.1659
CYP4A32,-0.1548,-0.2691
CYP4B1,-1.0818,0.2087
CYP4F13,-0.7798,-0.0013
CYP4F14,0.1434,-0.1685
CYP4F15,0.0814,-0.1672
CYP4F16,0.0841,-0.181
CYP4F17,-0.9984,0.1184
CYP4F18,-0.0316,0.0647
CYP4F39,0.3569,0.2314
CYP4F40,-0.2029,-0.2192
CYP4V3,0.1814,-1.031
CYP4X1,-0.4612,-0.0996
CYP51,-0.1203,-0.321
CYP7A1,-0.181,-0.1655
CYP7B1,0.1661,-0.0849
CYP8B1,0.2326,-0.875
CYPT1,-0.3563,-0.214
CYPT12,0.2577,-0.2142
CYPT14,0.2986,-0.3489
CYPT15,1.4298,-0.3007
CYPT2,-0.2513,-1.0066
CYPT3,0.0832,-0.3239
CYPT4,-0.1253,-0.0994
CYR61,-0.0638,-0.4466
CYS1,0.7408,-0.9217
CYSLTR1,0.2803,-0.9922
CYSLTR2,0.095,-0.0116
CYSTM1,-0.1981,-0.2482
CYTH1,-0.1248,-0.4773
CYTH2,-1.1964,0.3872
CYTH3,0.7305,-0.5442
CYTH4,-0.4763,-0.2458
CYTIP,-0.0632,-0.2537
CYTL1,0.0094,-0.8078
CYYR1,0.3451,-0.9429
D030056L22RIK,0.2608,0.2979
D10BWG1379E,0.4998,-0.2435
D10JHU81E,0.1362,-0.1022
D10WSU102E,-1.0268,1.4408
D10WSU52E,0.1452,2.7989
D11WSU47E,-0.4473,0.0644
D130040H23RIK,-0.9377,0.6254
D130043K22RIK,-0.063,0.0979
D14ABB1E,-0.1356,0.8075
D15ERTD621E,-0.2226,0.1308
D16ERTD472E,-0.4173,0.1359
D17H6S53E,0.9909,-1.0307
D17WSU104E,0.0477,-0.1238
D17WSU92E,0.0076,-0.0269
D19BWG1357E,-0.1426,1.2717
D19ERTD737E,1.0092,0.6954
D1ERTD622E,0.2573,-1.6739
D1PAS1,-0.8046,-0.2826
D230025D16RIK,0.4034,-0.1508
D2HGDH,0.6283,-0.005
D2WSU81E,2.1637,4.9817
D330045A20RIK,-1.0266,0.0637
D3BWG0562E,0.7277,-1.217
D3ERTD751E,-0.6707,0.1818
D430019H16RIK,-0.409,-2.54
D430041D05RIK,0.4127,-0.8622
D430042O09RIK,-0.7236,-0.0488
D4WSU53E,0.2127,0.086
D630003M21RIK,0.9149,-1.446
D630023F18RIK,-1.5315,0.3975
D630033O11RIK,-0.1544,-1.1285
D630039A03RIK,-1.2091,-0.2386
D630045J12RIK,-0.4649,0.1178
D6ERTD527E,-0.3891,-0.6949
D6WSU163E,0.3484,-0.7009
D730039F16RIK,-2.0328,0.818
D730048I06RIK,-0.0759,-0.2557
D7ERTD443E,-0.7621,-0.8052
D8ERTD738E,0.8728,3.2401
D8ERTD82E,0.3971,-0.9339
D930015E06RIK,0.6443,-0.1551
D930020B18RIK,0.0514,-0.704
DAAM1,-0.0994,-0.4882
DAAM2,0.6154,-0.6953
DAB1,0.22,-0.5636
DAB2,-0.1998,-0.0428
DAB2IP,0.2367,-0.4262
DACH1,0.086,-0.856
DACH2,0.4182,-0.1894
DACT1,0.2516,-0.4019
DACT2,-0.3619,-0.5264
DACT3,1.0019,-2.0986
DAD1,-0.1148,4.51
DAF2,-1.07,0.3478
DAG1,-1.353,-0.7101
DAGLA,-0.408,0.3604
DAGLB,0.2587,-0.442
DAK,-0.4079,-0.0342
DALRD3,-1.0592,-0.1548
DAND5,0.4691,-0.1008
DAO,-0.0443,-0.6258
DAP,-0.1031,-0.1891
DAP3,-0.4306,2.2782
DAPK1,-0.9728,-2.1068
DAPK2,-0.7002,-0.1204
DAPK3,0.3211,-6.5707
DAPL1,-0.353,-0.0277
DAPP1,0.7068,-3.0845
DARC,0.4817,-0.7319
DARS,1.0112,1.3424
DARS2,-0.4399,1.0022
DAW1,-1.0543,-0.4327
DAXX,2.9708,0.6945
DAZAP1,1.4201,-0.5689
DAZAP2,-0.926,0.7154
DAZL,0.0182,1.4425
DBC1,0.2454,-0.6241
DBF4,-0.0512,2.829
DBH,-0.509,-0.2758
DBI,0.1785,-0.6894
DBIL5,1.0386,-0.2074
DBN1,-0.7173,-0.0302
DBNDD1,-0.0336,0.0687
DBNDD2,0.3598,-1.1398
DBNL,-0.2546,-0.123
DBP,-0.0862,0.2121
DBPHT2,0.2641,-0.6967
DBR1,0.0089,3.2064
DBT,-0.3232,0.2319
DBX1,0.3803,-0.5582
DBX2,-0.1289,-0.1885
DCAF10,1.0962,-1.0703
DCAF11,-0.9921,0.1361
DCAF12,0.0444,-0.0102
DCAF12L1,-0.0144,-0.2504
DCAF12L2,0.0353,-2.23
DCAF13,0.1865,1.5643
DCAF15,6.5707,-1.435
DCAF17,-0.1985,0.079
DCAF4,-0.3313,0.1769
DCAF5,-0.1502,0.0237
DCAF6,-0.178,0.3483
DCAF7,0.0024,3.4433
DCAF8,-0.2326,-0.4245
DCAKD,0.3816,0.1333
DCBLD1,0.2536,-0.5769
DCBLD2,0.7307,-1.0905
DCC,0.467,-0.9838
DCDC2A,0.6301,-1.1059
DCDC2B,0.0483,-0.86
DCHS1,0.0345,0.6026
DCK,0.8645,-0.722
DCLK1,-0.3146,-0.5931
DCLK2,-1.1628,-0.112
DCLK3,1.2668,-1.0546
DCLRE1A,0.4129,0.0198
DCLRE1B,1.4409,1.0601
DCLRE1C,-0.5087,-0.3588
DCN,0.3015,-0.2967
DCP1A,-1.3321,-0.28
DCP1B,0.2599,0.2143
DCP2,-0.7042,1.455
DCPP1,-1.6324,0.4157
DCPP2,-0.3454,-0.0905
DCPP3,0.0483,-0.393
DCPS,-0.35,3.5835
DCST1,1.8326,-0.5074
DCSTAMP,0.1289,-1.4804
DCT,0.0494,-0.6874
DCTD,0.644,-0.8178
DCTN1,-0.0329,3.1543
DCTN2,0.6125,2.2004
DCTN3,-0.4206,3.3961
DCTN4,0.9272,1.876
DCTN5,-0.0096,2.0562
DCTN6,-0.105,3.5533
DCTPP1,-0.3045,0.0796
DCUN1D1,1.4188,-0.2413
DCUN1D2,-0.0925,-0.1788
DCUN1D3,-0.2754,0.6507
DCUN1D4,-0.1067,0.2492
DCUN1D5,1.506,-2.0114
DCX,0.0281,-0.0756
DCXR,1.0679,-1.0184
DDA1,1.0536,1.0233
DDAH1,-1.7207,0.5348
DDAH2,0.0084,0.0024
DDB1,-0.3204,6.5707
DDB2,-1.0194,1.1
DDC,-0.0987,0.0871
DDHD1,-0.7816,0.0793
DDHD2,0.6368,-0.3424
DDI1,-0.1825,-0.3406
DDI2,0.5999,0.3479
DDIT3,0.327,0.1545
DDIT4,0.2022,-0.8494
DDIT4L,-0.2067,-0.4842
DDN,-0.0139,0.2946
DDO,-0.352,0.1843
DDOST,-0.0066,1.909
DDR1,0.1682,-0.6068
DDR2,0.0847,-0.5866
DDRGK1,-0.1051,-0.6968
DDT,1.368,0.009
DDX1,0.1848,1.6765
DDX10,0.0867,0.5782
DDX11,-0.734,4.3693
DDX17,-1.2378,0.2706
DDX18,0.3562,3.6573
DDX19A,-0.0224,2.9957
