gene_symbol,identity_score,fitness_score
SLC29A1,0.2521,-0.8416
SLC29A2,1.5065,-1.643
SLC29A3,-0.0713,-0.3089
SLC29A4,-0.9822,-0.3489
SLC2A1,-4.5578,-0.2542
SLC2A10,0.1678,-1.9253
SLC2A12,0.1567,-0.7181
SLC2A13,0.0973,-0.257
SLC2A2,1.3794,-1.057
SLC2A3,-0.2272,0.0005
SLC2A4,0.0665,0.0107
SLC2A5,-0.2986,-0.1727
SLC2A6,-0.0531,0.0223
SLC2A7,0.3014,-0.8826
SLC2A8,0.1981,-0.8127
SLC2A9,0.0544,-0.1683
SLC30A1,0.215,-2.0542
SLC30A10,0.1579,-0.9203
SLC30A2,0.3864,-0.4129
SLC30A3,-0.1281,-0.2104
SLC30A4,-0.1326,-0.3802
SLC30A5,0.3034,-1.9815
SLC30A6,-0.4477,0.2243
SLC30A7,-0.3022,-0.0957
SLC30A8,0.0224,-0.0455
SLC30A9,-0.9649,1.8148
SLC31A1,0.9706,1.4434
SLC31A2,-0.1813,-0.1867
SLC32A1,0.8334,-0.94
SLC33A1,-0.4534,0.4042
SLC34A1,-0.732,0.7835
SLC34A2,0.5036,-0.3441
SLC34A3,-0.6331,-0.321
SLC35A1,-0.1086,3.0347
SLC35A2,-1.4402,2.1282
SLC35A3,-0.6728,-0.0312
SLC35A4,-0.1765,0.3297
SLC35A5,-0.9066,0.065
SLC35B1,-0.0176,3.2836
SLC35B2,-0.379,0.4694
SLC35B3,-0.5475,0.0665
SLC35B4,0.2628,-0.2862
SLC35C1,-1.6903,0.055
SLC35C2,-0.0983,-0.115
SLC35D1,0.082,0.1723
SLC35D2,1.2614,-0.4081
SLC35D3,0.3337,-0.0966
SLC35E1,0.1587,0.1752
SLC35E2,-0.6994,0.0245
SLC35E3,-1.8564,1.4997
SLC35E4,0.0337,-0.5257
SLC35F1,0.6222,-0.9746
SLC35F2,-0.7267,-0.164
SLC35F3,0.3703,-0.3582
SLC35F4,1.0943,-0.4917
SLC35F5,0.6681,-0.5767
SLC35F6,0.0212,-0.2806
SLC35G1,0.4745,-0.692
SLC35G2,0.758,0.0931
SLC35G3,-0.618,0.1623
SLC36A1,-0.2451,-0.3178
SLC36A2,0.3857,-0.0263
SLC36A3,0.0334,-0.1255
SLC36A4,-0.004,-0.3251
SLC37A1,-1.2409,0.6554
SLC37A2,-0.7871,0.1904
SLC37A3,0.02,-0.2229
SLC37A4,-0.5886,-0.4327
SLC38A1,-0.261,0.1001
SLC38A10,-0.84,0.2188
SLC38A11,0.0602,0.1343
SLC38A2,-2.4974,2.8951
SLC38A3,0.639,-1.2493
SLC38A4,-0.4841,0.3326
SLC38A5,0.1021,-1.0789
SLC38A6,-0.5513,-0.1967
SLC38A7,-0.6092,0.5071
SLC38A8,0.3178,-1.5019
SLC38A9,-1.3511,1.1183
SLC39A1,-1.5478,-0.1747
SLC39A10,1.0579,0.4036
SLC39A11,0.1869,-1.2331
SLC39A12,-0.2065,0.1282
SLC39A13,-0.1118,0.7932
SLC39A14,-0.8166,-0.3039
SLC39A2,-0.796,0.9671
SLC39A3,-0.1157,0.1321
SLC39A4,1.0311,-0.4253
SLC39A5,1.2654,-0.0623
SLC39A6,0.2383,-0.3855
SLC39A7,1.1886,-2.0247
SLC39A8,0.7562,-0.3342
SLC39A9,-0.3563,0.2076
SLC3A1,-0.6716,-0.1242
SLC3A2,-0.4065,0.016
SLC40A1,-0.0909,-0.8583
SLC41A1,-0.7463,-0.4692
SLC41A2,-0.5504,0.1103
SLC41A3,-0.2713,-0.3883
SLC43A1,-0.1999,0.1811
SLC43A2,-0.7369,-0.0506
SLC43A3,0.1899,0.0812
SLC44A1,0.1817,-0.3432
SLC44A2,-0.4243,-0.6127
SLC44A3,-0.8407,0.1206
SLC44A4,0.0321,0.1404
SLC44A5,-1.6863,-0.0729
SLC45A1,-0.4006,0.1659
SLC45A2,-0.4666,0.0212
SLC45A3,-0.3539,-0.8757
SLC45A4,0.7879,-1.2031
SLC46A1,-0.3546,0.1095
SLC46A2,0.4799,-0.5695
SLC46A3,-0.1058,0.2859
SLC47A1,0.4157,-0.9199
SLC47A2,-0.005,-0.9159
SLC48A1,0.4746,-0.3073
SLC4A1,0.1766,0.2056
SLC4A10,0.3239,-0.918
SLC4A11,-0.0738,0.1655
SLC4A1AP,0.1825,-0.4104
SLC4A2,-0.1611,-0.2003
SLC4A3,0.1135,-0.2516
SLC4A4,-0.1582,-0.9044
SLC4A5,-0.7587,-0.1488
SLC4A7,0.0472,-0.4919
SLC4A8,0.6987,-0.8486
SLC4A9,0.5864,-0.2074
SLC50A1,-0.4926,-0.0001
SLC51A,0.2128,-0.8277
SLC51B,0.7326,-0.2717
SLC52A2,-0.453,0.2712
SLC52A3,0.1129,-0.5294
SLC5A1,0.1265,-1.3569
SLC5A10,0.2787,0.0623
SLC5A11,0.5507,-0.0552
SLC5A12,-0.8882,0.0525
SLC5A2,0.0362,0.0637
SLC5A3,0.1681,-0.4781
SLC5A4A,0.1048,-0.8022
SLC5A4B,-0.0196,-0.5652
SLC5A5,0.2323,1.9539
SLC5A6,-1.2119,0.1393
SLC5A7,0.5282,-0.2255
SLC5A8,-0.563,-0.1144
SLC5A9,0.3922,-0.2009
SLC6A1,0.488,0.0096
SLC6A11,0.6483,-0.2644
SLC6A12,-0.0384,-0.4993
SLC6A13,0.1262,-0.4661
SLC6A14,0.1146,-1.1187
SLC6A15,0.4345,-1.7577
SLC6A17,-1.7965,-0.1442
SLC6A18,-0.1165,-0.458
SLC6A19,0.308,-0.4953
SLC6A2,0.5711,-0.6245
SLC6A20A,-0.3594,-0.4724
SLC6A20B,0.0682,-0.3143
SLC6A3,0.1846,-1.3005
SLC6A4,-0.3827,0.1381
SLC6A5,1.5197,-2.2428
SLC6A6,0.1862,-0.8556
SLC6A7,-0.2722,0.1176
SLC6A8,0.1783,-1.4238
SLC6A9,0.8295,-1.1203
SLC7A1,0.1466,-0.0799
SLC7A10,0.0529,-0.1849
SLC7A11,0.4927,-0.3551
SLC7A12,-0.3675,-0.6866
SLC7A13,0.0324,0.0046
SLC7A14,-0.0537,-0.6543
SLC7A15,0.5124,0.0861
SLC7A2,0.0024,-0.1626
SLC7A3,-0.0705,-0.4301
SLC7A4,-0.0019,-0.0237
SLC7A5,-0.2051,-0.2236
SLC7A6,-0.285,0.1475
SLC7A6OS,0.1724,3.0131
SLC7A7,-0.0257,-0.7138
SLC7A8,0.3604,-0.9453
SLC7A9,0.0041,-0.1329
SLC8A1,0.1498,-0.1546
SLC8A2,0.3187,-0.0084
SLC8A3,0.663,-0.2804
SLC9A1,0.0535,-0.9367
SLC9A2,-0.1425,-0.1678
SLC9A3,-0.2088,-0.719
SLC9A3R1,-0.0529,-0.1487
SLC9A3R2,0.7337,-1.002
SLC9A4,0.151,-0.318
SLC9A5,-0.2669,-0.1761
SLC9A6,0.7899,-0.9698
SLC9A7,-0.153,-0.9552
SLC9A8,0.0843,-1.2256
SLC9A9,0.0548,-0.2492
SLC9B1,0.3464,-0.9534
SLC9B2,0.1372,-0.6385
SLC9C1,-0.5171,-0.09
SLCO1A1,-0.1279,-0.1375
SLCO1A4,-0.5443,0.3185
SLCO1A5,0.0573,-0.1236
SLCO1A6,-0.484,-0.041
SLCO1B2,-0.3331,-0.2106
SLCO1C1,0.1869,-0.6176
SLCO2A1,0.7467,-0.5293
SLCO2B1,0.3091,-0.5012
SLCO3A1,0.2865,-0.0279
SLCO4A1,0.0114,0.2253
SLCO4C1,0.0384,-0.3922
SLCO5A1,0.6026,0.1835
SLCO6B1,-0.1405,-0.3293
SLCO6C1,-0.1891,-0.8726
SLCO6D1,-0.1342,-0.0681
SLFN1,0.7024,-0.4107
SLFN2,-1.6981,0.684
SLFN3,-0.0341,-0.7937
SLFN4,0.4513,-0.121
SLFN5,-0.0188,-0.0312
SLFN8,-0.0613,-1.0073
SLFN9,0.6828,-0.3307
SLFNL1,-0.3774,-0.032
SLIRP,0.0652,0.4906
SLIT1,0.3254,0.1183
SLIT2,-0.8025,0.1969
SLIT3,0.2099,-1.5961
SLITRK1,-0.7282,-0.0806
SLITRK2,-0.5864,0.0444
SLITRK3,-0.6553,0.154
SLITRK4,-0.3121,-0.2696
SLITRK5,0.0717,-0.4433
SLITRK6,0.1293,-0.0937
SLK,0.3253,0.8939
SLMAP,0.1089,0.1105
SLMO1,0.6753,-1.083
SLMO2,-0.0114,1.8937
SLPI,-0.5044,0.059
SLTM,-1.5927,0.4333
SLU7,-0.6845,2.6801
SLURP1,-0.0378,-0.1229
SLX,-0.6493,0.0417
SLX1B,-0.2805,0.0193
SLX4,-0.5068,1.9888
SLX4IP,0.1207,0.4734
SLXL1,0.9182,-0.2012
SMAD1,0.6397,-0.5662
SMAD2,-1.3115,2.7217
SMAD3,0.2832,-0.3079
SMAD4,0.3572,0.2407
SMAD5,0.2362,-0.3334
SMAD6,0.0255,-0.8351
SMAD7,-2.0799,0.7932
SMAD9,0.1886,-0.6291
SMAGP,1.097,0.7081
SMAP1,-1.6966,0.3546
SMAP2,0.9806,-0.1975
SMARCA1,-1.0621,0.5408
SMARCA2,0.1194,-0.256
SMARCA4,1.9112,2.6064
SMARCA5,-0.6849,2.1541
SMARCAD1,1.3535,3.079
SMARCAL1,-0.1874,0.1029
SMARCB1,-0.0756,1.3657
SMARCC1,-0.612,2.8377
SMARCC2,0.313,-0.6507
SMARCD1,0.0409,-0.0859
SMARCD2,-0.0963,-0.3274
SMARCD3,0.1216,-0.388
SMARCE1,0.4529,0.4769
SMC1A,-0.0219,5.4568
SMC1B,1.4165,-0.6172
SMC2,0.3656,1.0569
SMC3,0.4068,3.0153
SMC4,0.0989,2.4132
SMC5,0.0434,5.292
SMC6,0.4239,2.6232
SMCHD1,-0.2208,-0.3674
SMCO1,-0.7589,0.142
SMCO2,0.186,-0.292
SMCO3,1.1971,-0.9847
SMCO4,-0.1813,0.1673
SMCR7,0.2062,-0.5204
SMCR7L,0.2168,-0.4378
SMCR8,-0.3634,-0.9072
SMDT1,-0.0929,1.5595
SMEK1,0.4734,0.2267
SMEK2,0.3589,-0.1027
SMG1,-0.6234,1.1943
SMG5,-3.6952,0.1878
SMG6,-1.764,0.1324
SMG7,-5.9153,-4.473
SMG8,4.5336,-4.1254
SMG9,0.6614,-1.6459
SMGC,0.3216,-0.068
SMIM1,0.4954,0.0499
SMIM11,0.0545,-0.0344
SMIM12,0.1466,0.4142
SMIM13,-1.119,1.0098
SMIM14,-0.3131,0.193
SMIM15,-1.0397,0.6652
SMIM18,-0.0069,0.2825
SMIM19,-0.0401,0.251
SMIM20,0.3637,-0.1585
SMIM22,-0.0485,-1.2027
SMIM3,0.9794,-0.6401
SMIM6,-0.1564,0.2597
SMIM7,-0.8485,1.5381
SMIM8,-0.5051,-0.2286
SMIM9,0.1611,-0.2042
SMLR1,-0.4131,-0.071
SMN1,0.495,2.0641
SMNDC1,-0.8002,1.4902
SMO,-0.1867,-0.4499
SMOC1,-0.0148,-1.5744
SMOC2,0.8492,-0.4985
SMOK2A,0.3394,-0.5572
SMOK2B,1.0145,-0.9389
SMOX,0.7876,-0.7201
SMPD1,-0.2782,-0.4155
SMPD2,0.441,-0.2298
SMPD3,0.9158,-0.6928
SMPD4,-0.8373,0.0301
SMPD5,0.5502,-0.7874
SMPDL3A,-0.3018,-0.4548
SMPDL3B,0.5495,-0.3297
SMPX,0.2985,-0.2286
SMR2,-0.2086,0.2558
SMR3A,0.0457,1.5699
SMS,-0.284,-0.1755
SMTN,1.5645,-0.5173
SMTNL1,0.1038,0.2377
SMTNL2,0.9139,-1.0332
SMU1,-0.2619,5.0267
SMUG1,-0.2676,-0.4891
SMURF1,-0.3894,-0.1196
SMURF2,-0.6978,0.3519
SMYD1,0.836,-0.1645
SMYD2,0.9148,-1.1251
SMYD3,1.8314,-1.3495
SMYD4,-0.6597,0.0009
SMYD5,-0.2036,-0.2755
SNAI1,-0.9174,0.5309
SNAI2,0.1804,-0.2623
SNAI3,0.3234,-0.3951
SNAP23,0.3069,1.9747
SNAP25,0.2005,-0.4082
SNAP29,-0.2106,-0.8549
SNAP47,-0.3718,-0.0769
SNAPC1,-0.4454,5.6165
SNAPC2,-0.8087,1.8451
SNAPC3,-0.6995,2.6873
SNAPC4,0.0298,5.292
SNAPC5,0.0453,2.0042
SNAPIN,-1.4771,0.8794
SNCA,-0.9718,0.093
SNCAIP,-0.8171,0.0711
SNCB,-0.0942,-0.3129
SNCG,-0.6746,0.364
SND1,1.1098,0.599
SNED1,0.1103,-1.2064
SNF8,-0.0568,2.8704
SNHG11,-0.0133,0.1782
SNIP1,-0.9348,1.9087
SNN,-0.018,-0.2774
SNPH,-0.0951,0.1591
SNRK,0.9204,0.0089
SNRNP200,0.0251,5.4568
SNRNP25,-0.1596,4.8749
SNRNP27,-0.1295,1.383
SNRNP35,0.002,4.8304
SNRNP40,-0.279,1.2333
SNRNP48,0.3769,0.8079
SNRNP70,-0.297,2.0012
SNRPA,0.0084,0.0899
SNRPA1,-0.3106,3.6439
SNRPB,-0.4006,4.6413
SNRPB2,-0.0996,1.4495
SNRPC,-0.4347,2.3618
SNRPD1,-0.0525,3.5889
SNRPD2,0.3749,3.9283
SNRPD3,0.033,3.0507
SNRPE,0.0917,2.5498
SNRPF,0.7041,3.9301
SNRPG,0.992,2.9416
SNRPN,0.5821,1.3306
SNTA1,0.4909,0.6793
SNTB1,-0.5212,-0.7108
SNTB2,0.3376,-1.3194
SNTG1,1.0213,-0.8464
SNTG2,-2.5785,0.2642
SNTN,0.2377,0.0001
SNUPN,-0.4253,2.7332
SNURF,-0.4668,0.1832
SNW1,-0.5802,3.8539
SNX1,0.352,-0.8103
SNX10,-0.1695,0.3206
SNX11,-0.0543,0.1081
SNX12,-0.6784,0.0867
SNX13,-0.1958,0.332
SNX14,0.4377,-0.2644
SNX15,0.1368,-0.4054
SNX16,0.0436,0.1416
SNX17,-1.0285,0.0619
SNX18,0.049,-1.18
SNX19,-0.6854,-0.0265
SNX2,-0.0471,-0.0281
SNX20,-0.1525,-0.0601
SNX21,0.1062,-1.5545
SNX22,-0.0732,-0.666
SNX24,1.5441,-0.7476
SNX25,0.0071,-1.2226
SNX27,-0.156,-3.0078
SNX3,1.2089,-0.1379
SNX30,0.334,-3.0573
SNX31,-0.3631,-0.8486
SNX32,-0.5876,0.0146
SNX33,1.226,-0.2839
SNX4,0.9441,-0.854
SNX5,-0.0346,0.2185
SNX6,-0.4531,-0.1092
SNX7,-0.1509,-1.555
SNX8,0.365,-0.2919
SNX9,-0.7273,-0.2549
SOAT1,-0.1558,-0.0227
SOAT2,-0.5645,0.3027
SOBP,0.0829,-0.696
SOCS1,0.1537,-0.1483
SOCS2,0.5643,0.1557
SOCS3,-0.0627,4.1336
SOCS4,-1.4869,0.2225
SOCS5,1.023,-1.5915
SOCS6,0.1909,0.0395
SOCS7,1.5399,-0.5183
SOD1,-0.3661,5.4568
SOD2,-1.1718,2.5876
SOD3,-0.2323,-0.4029
SOGA1,-0.0125,-0.8636
SOGA2,1.5438,-0.122
SOGA3,0.7353,-0.2715
SOHLH1,0.8515,-0.239
SOHLH2,0.7491,-1.2745
SON,-0.7361,2.8813
SORBS1,-0.3976,0.1944
SORBS2,0.5653,-1.5885
SORBS3,-0.5065,-0.1423
SORCS2,-0.0107,-0.7753
SORCS3,1.8613,-2.7286
SORD,-0.1147,0.0837
SORL1,-0.1667,-1.4031
SORT1,-0.267,-0.0425
SOS1,-1.0716,2.448
SOS2,-0.623,0.1737
SOST,0.1176,-0.0421
SOSTDC1,0.6886,-1.2542
SOWAHA,0.4305,-0.3041
SOWAHB,-1.3684,-0.3591
SOWAHC,0.5599,-0.5836
SOWAHD,0.3951,-2.9181
SOX1,0.301,-0.5451
SOX10,2.5181,-1.4311
SOX11,-1.0551,-0.0829
SOX12,-0.5174,-0.416
SOX13,1.2883,-1.194
SOX14,0.4604,-2.0155
SOX15,-0.2886,0.175
SOX17,0.3145,-0.643
SOX18,0.1996,-0.4981
SOX2,-0.199,4.5373
SOX21,0.5257,-0.1474
SOX3,0.8429,-1.4607
SOX30,0.61,-0.8143
SOX4,-0.3423,-0.8399
SOX5,-1.0474,-0.6593
SOX6,-0.1393,-0.0429
SOX7,-0.8756,-0.0297
SOX8,-0.1459,0.1407
SOX9,-0.1165,-0.0198
SP1,-0.2211,2.79
SP100,-0.2289,0.5397
SP140,-1.4064,-0.5613
SP2,-0.1929,3.187
SP3,-1.0596,-0.4649
SP4,0.3181,-0.0296
SP5,-0.8601,-0.4068
SP6,0.719,-0.6828
SP7,-0.0877,-0.5389
SP8,0.5164,-0.3028
SP9,0.2894,-0.6994
SPA17,0.2067,0.3323
SPACA1,0.052,-0.7027
SPACA3,-0.3103,0.1881
SPACA4,-0.3824,0.9051
SPACA5,0.0318,0.5185
SPACA7,-0.3687,0.0454
SPAG1,-0.1431,-0.1912
SPAG11A,-0.2308,0.0858
SPAG11B,0.0416,-0.3153
SPAG16,-0.9612,-0.0168
SPAG17,0.0439,0.1825
SPAG4,0.6057,-0.5544
SPAG5,-0.2289,1.3176
SPAG6,-0.4677,-1.119
SPAG7,-1.6973,0.3719
SPAG8,-0.2193,0.4927
SPAG9,0.3452,-0.3009
SPAM1,-0.4568,0.2294
SPARC,-1.3908,0.0639
SPARCL1,0.4926,-0.0783
SPAST,0.4228,1.6095
SPATA1,-0.2195,-1.1641
SPATA13,-0.2799,-0.0461
SPATA16,0.2417,-0.5545
SPATA17,-0.1356,-0.243
SPATA18,-0.0496,-0.4469
SPATA19,-1.6362,0.0524
SPATA2,0.0769,-0.4359
SPATA20,0.6565,-0.7734
SPATA21,0.0574,-0.1571
SPATA22,-0.4286,0.1329
SPATA24,0.5505,-0.3416
SPATA25,0.4313,-0.3589
SPATA2L,-0.0523,-0.0246
SPATA3,0.1161,0.2865
SPATA31,-0.801,0.2093
SPATA31D1A,0.5682,0.1355
SPATA31D1B,0.83,-0.7356
SPATA31D1C,-0.1763,0.444
SPATA31D1D,0.0604,0.0109
SPATA32,-0.3391,-0.2235
SPATA33,0.4125,-0.6749
SPATA4,-0.5612,-0.3424
SPATA5,-0.2508,2.8011
SPATA6,-0.3385,0.0075
SPATA7,-0.7374,-0.2306
SPATA9,-1.7377,0.4596
SPATC1,-0.0658,-0.0239
SPATC1L,0.1085,-0.6888
SPATS1,0.2392,-0.4195
SPATS2,-0.1645,-0.302
SPATS2L,-0.1324,-0.8258
SPC24,-0.39,4.6622
SPC25,-0.1702,2.6153
SPCS1,-0.8031,0.4528
SPCS2,-0.2473,0.8207
SPCS3,-0.3475,-0.2151
SPDEF,-0.3737,0.081
SPDL1,-0.1384,2.799
SPDYA,0.5182,-1.4983
SPDYB,-0.8225,0.2993
SPECC1L,-0.1351,2.3683
SPEER2,0.9552,-1.6105
SPEER3,-0.4533,-0.2952
SPEER4A,-0.1706,0.2872
SPEER4B,0.2655,-0.5672
SPEER4D,-0.1633,0.5175
SPEER4E,-0.3147,1.0653
SPEER4F,-0.8014,-0.0282
SPEF1,0.6139,0.1585
SPEF2,1.2217,-0.6956
SPEG,0.7932,-1.8464
SPEM1,0.0283,-1.2609
SPEN,0.0096,-3.5556
SPERT,0.3948,-1.9213
SPESP1,0.1378,-0.2689
SPG11,0.311,-0.3329
SPG20,0.2972,-0.5899
SPG21,-0.3293,0.7014
SPG7,0.1895,-0.2388
SPHK1,-0.6041,0.1106
SPHK2,-0.3906,0.8618
SPHKAP,0.1211,-0.2589
SPI1,0.4785,-0.3806
SPIB,0.5052,-0.7393
SPIC,-0.3516,0.013
SPICE1,-0.1099,-0.3994
SPIDR,-1.1571,0.3857
SPIN1,0.6414,-1.4352
SPIN2,0.8119,-0.6493
SPIN4,-0.2609,-1.3153
SPINK10,-0.136,-0.1554
SPINK11,0.3825,-0.8994
SPINK12,0.2651,-0.1089
SPINK13,0.1974,-0.1645
SPINK14,0.3369,-0.6094
SPINK2,0.3229,-0.9597
SPINK3,-0.5175,0.1333
SPINK4,0.5631,-0.5263
SPINK5,-0.5516,0.1472
SPINK6,-0.0429,-0.3649
SPINK7,-0.0001,0.3869
SPINK8,-1.2034,0.2938
SPINKL,-1.0601,0.2211
SPINT1,0.3672,-0.0743
SPINT2,-0.5783,1.6723
SPINT3,-0.2035,0.1708
SPINT4,-1.0015,0.1361
SPINT5,0.0205,0.4974
SPIRE1,0.779,-0.8295
SPIRE2,1.078,-0.6115
SPN,-0.5797,0.136
SPNS1,-1.1271,3.8141
SPNS2,0.4605,-1.0784
SPNS3,-0.9048,-0.236
SPO11,0.2061,-0.5278
SPOCK1,-0.7726,-0.5148
SPOCK2,-0.1004,-0.3139
SPOCK3,0.5457,-0.7262
SPON1,-1.0811,0.399
SPON2,0.3772,-0.1119
SPOP,-0.0542,1.9198
SPOPL,-0.3704,0.1072
SPP1,1.034,-0.2924
SPP2,-0.0,-0.2333
SPPL2A,-0.0505,-0.2272
SPPL2B,0.8254,-0.8538
SPPL2C,-1.0935,0.0537
SPPL3,0.7526,0.8155
SPR,0.1629,0.2368
SPRED1,0.1042,-0.1099
SPRED2,1.9053,0.1418
SPRED3,-0.5025,0.3936
SPRN,0.1084,-0.9691
SPRR1A,0.3709,-0.1368
SPRR1B,0.9347,-0.4519
SPRR2B,0.0412,1.0493
SPRR2D,-0.3164,0.1326
SPRR2E,1.0413,-0.2076
SPRR2F,1.0027,-0.0427
SPRR2H,0.594,-0.5306
SPRR2I,-0.3294,0.4807
SPRR2K,-0.5336,0.8912
SPRR3,-0.0826,-0.3489
SPRR4,0.1143,-0.5515
SPRTN,-0.0291,1.9178
SPRY1,0.4128,-0.2474
SPRY2,1.695,-2.6726
SPRY4,1.0062,-0.3798
SPRYD3,-0.636,0.2294
SPRYD4,-0.624,-0.086
SPRYD7,0.067,-0.0602
SPSB1,0.2796,-0.665
SPSB2,0.2556,-0.5157
SPSB3,0.8332,-0.6408
SPSB4,0.1878,-1.3049
SPT1,-0.1535,0.1505
SPTA1,0.8035,-0.218
SPTAN1,0.1794,0.498
SPTB,-0.4739,0.0635
SPTBN1,-0.3565,0.4733
SPTBN2,-0.6554,0.0513
SPTBN4,-0.4364,-0.1836
SPTLC1,1.1852,3.1582
SPTLC2,-1.3251,1.8447
SPTLC3,0.7991,-1.4558
SPTSSA,-1.1315,2.5966
SPTSSB,-0.2278,0.2193
SPTY2D1,0.393,-0.9033
SPZ1,0.6478,-0.4148
SQLE,0.6343,-0.969
SQRDL,-0.9976,-0.4269
SQSTM1,0.5595,-0.1975
SRA1,-0.0923,-0.7006
SRBD1,-0.9783,5.1083
SRC,0.6916,-1.2353
SRCIN1,0.0494,-0.1757
SRCRB4D,-0.1017,0.0163
SRD5A1,-0.3721,-1.0419
SRD5A2,0.1293,-0.5555
SRD5A3,0.5309,-0.8504
SREBF1,-0.485,-0.0766
SREBF2,0.3421,1.6237
SREK1,0.1982,0.6833
SREK1IP1,-0.1495,0.053
SRF,-0.1218,2.3565
SRFBP1,0.1712,2.4675
SRGAP1,0.2677,-1.7478
SRGAP2,0.1166,-0.1109
SRGAP3,0.4569,-1.4543
SRGN,1.3155,0.0784
SRI,-0.0339,-0.1932
SRL,-1.0422,-0.2008
SRM,1.264,0.9997
SRMS,0.2037,-0.4726
SRP14,0.4589,1.5641
SRP19,1.3659,2.0288
SRP54C,0.3957,0.4089
SRP68,-0.0665,3.6174
SRP72,-0.4324,4.9175
SRP9,-0.4041,0.3253
SRPK1,-0.2801,0.0295
SRPK2,0.6034,-0.0141
SRPK3,-0.3615,0.0812
SRPR,0.683,1.8393
SRPRB,-0.3106,3.009
SRPX,-0.003,-0.4018
SRR,-1.6247,1.3229
SRRD,2.5669,3.2995
SRRM1,-0.6847,1.573
SRRM2,-0.0577,0.4576
SRRM3,-0.053,-0.3754
SRRM4,1.278,-1.3892
SRRT,-0.5428,0.6417
SRSF1,0.9606,3.8359
SRSF10,-0.3633,2.546
SRSF11,-0.4379,1.9048
SRSF12,0.048,-0.0576
SRSF2,-0.3293,4.5455
SRSF3,0.554,1.1424
SRSF4,-0.1108,0.291
SRSF5,-1.4344,1.0478
SRSF6,-0.82,-0.1598
SRSF7,-0.8955,3.0378
SRSF9,0.1233,0.2042
SRXN1,0.1469,-0.4153
SRY,-0.348,-0.5198
SS18,6.5677,0.0204
SS18L1,0.1557,-0.4059
SSB,-0.1216,1.4398
SSBP1,0.4383,1.5203
SSBP2,-0.2034,0.2311
SSBP3,0.0108,-0.3091
SSBP4,-1.0991,0.558
SSC5D,0.4808,-0.1841
SSFA2,-0.3285,0.364
SSH1,-0.2913,1.8986
SSH2,0.1007,0.6886
SSH3,0.899,-0.5377
SSMEM1,0.0532,-0.0857
SSNA1,0.061,-0.8483
SSPN,0.5591,-0.7438
SSPO,-0.6964,-0.3833
SSR1,-0.2854,0.2352
SSR2,0.392,-0.5801
SSR3,0.0826,0.4827
SSR4,-0.1086,0.3048
SSRP1,0.1906,4.1189
SSSCA1,0.1054,-0.0389
SST,0.1498,-0.2163
SSTR1,-0.6916,0.1829
SSTR2,-0.0676,-0.3425
SSTR3,-0.1986,-0.5553
SSTR4,0.7142,-0.6278
SSTR5,-0.3285,0.1261
SSU2,-0.4081,0.1959
SSU72,-0.0125,2.3689
SSX2IP,-0.0121,-0.1225
SSX9,-0.0524,-0.0155
SSXB1,0.2761,-0.2111
SSXB10,0.4461,0.0842
SSXB2,0.6727,-0.074
SSXB3,0.0553,0.0565
SSXB5,-0.1431,-0.7224
SSXB8,0.0956,-0.1141
SSXB9,-0.6655,-0.1271
ST13,-0.0595,-0.8901
ST14,1.1457,-0.8675
ST18,-0.2294,-0.4716
ST3GAL1,-0.12,-0.1664
ST3GAL2,-0.4403,0.0409
ST3GAL3,0.4683,-0.2146
ST3GAL4,0.0002,-0.0127
ST3GAL5,-0.1829,-0.1538
ST3GAL6,-0.1456,0.0994
ST5,-1.5994,0.1951
ST6GAL1,-0.3283,0.0489
ST6GAL2,-0.3108,-1.0733
ST6GALNAC1,-0.5735,-0.2319
ST6GALNAC2,0.216,-0.8923
ST6GALNAC3,0.1993,-0.1484
ST6GALNAC4,0.2833,-0.2388
ST6GALNAC5,-0.3416,-0.2687
ST6GALNAC6,-0.1926,-0.2574
ST7,1.7528,-0.5817
ST7L,0.3748,-1.0103
ST8SIA1,-0.0096,-0.3157
ST8SIA2,-0.0113,-0.4226
ST8SIA3,-0.3333,-0.0591
ST8SIA4,-0.6173,-0.4739
ST8SIA5,-0.9197,0.3085
ST8SIA6,-0.3502,0.083
STAB1,-0.449,-0.1225
STAB2,0.4199,-0.7684
STAC,0.49,-0.1888
STAC2,0.4424,0.1398
STAC3,1.2338,-0.3317
STAG1,0.8955,0.0799
STAG2,1.1571,0.1989
STAG3,0.8184,-0.8917
STAM,0.5689,-0.2937
STAM2,-1.4909,0.2321
STAMBP,-0.6495,-0.1902
STAMBPL1,-0.3045,-0.5482
STAP1,-0.7657,0.3429
STAP2,0.066,-0.7655
STAR,-0.4184,0.8876
STARD10,-0.1115,-0.2556
STARD13,-0.0004,-0.1909
STARD3,0.0902,-0.2394
STARD3NL,-0.0987,-0.3518
STARD4,0.3321,-0.3137
STARD5,-0.0347,0.0932
STARD6,-0.04,-0.2817
STARD7,0.177,1.5121
STARD8,1.0706,-1.0225
STAT1,-0.0757,-0.2044
STAT2,0.4753,0.0108
STAT3,-0.0337,5.5293
STAT4,-0.0936,0.0773
STAT5A,0.0747,-0.0081
STAT5B,-0.0207,-0.0795
STAT6,-0.8206,-0.0627
STAU1,-0.0204,-0.0589
STAU2,1.3085,-0.2662
STBD1,0.6733,-0.7863
STC1,-0.3567,-0.5874
STC2,-0.3242,-0.0737
STEAP1,0.1263,-0.024
STEAP2,0.3023,-0.5771
